CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
74251V102,PFG,PRINCIPAL FINANCIAL GROUP IN,1747,0,188.29K,0,NO CHANGE,<.01%
828806109,SPG,SIMON PPTY GROUP INC NEW,821,0,183.62K,0,NO CHANGE,<.01%
969457100,WMB,WILLIAMS COS INC,2458,0,182.73K,0,NO CHANGE,<.01%
29364G103,ETR,ENTERGY CORP NEW,1580,0,181.48K,0,NO CHANGE,<.01%
375558103,GILD,GILEAD SCIENCES INC,1411,0,178.27K,0,NO CHANGE,<.01%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,3879,0,174.98K,0,NO CHANGE,<.01%
65339F101,NEE,NEXTERA ENERGY INC,1944,0,170.62K,0,NO CHANGE,<.01%
842587107,SO,SOUTHERN CO,1727,0,165.29K,0,NO CHANGE,<.01%
855244109,SBUX,STARBUCKS CORP,1604,0,163.91K,0,NO CHANGE,<.01%
46284V101,IRM,IRON MTN INC DEL,1292,0,163.19K,0,NO CHANGE,<.01%
345370860,F,FORD MTR CO,11329,0,157.47K,0,NO CHANGE,<.01%
713448108,PEP,PEPSICO INC,1146,0,155.17K,0,NO CHANGE,<.01%
40434L105,HPQ,HP INC,6925,0,151.94K,0,NO CHANGE,<.01%
G5960L103,MDT,MEDTRONIC PLC,1932,0,151.14K,0,NO CHANGE,<.01%
002824100,ABT,ABBOTT LABORATORIES,1663,0,150.9K,0,NO CHANGE,<.01%
91913Y100,VLO,VALERO ENERGY CORP,571,0,148.71K,0,NO CHANGE,<.01%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,283,0,141.61K,0,NO CHANGE,<.01%
87612E106,TGT,TARGET CORP,1084,0,141.58K,0,NO CHANGE,<.01%
539830109,LMT,LOCKHEED MARTIN CORP,277,0,141.12K,0,NO CHANGE,<.01%
74340W103,PLD,PROLOGIS INC.,1025,0,138.86K,0,NO CHANGE,<.01%
651639106,NEM,NEWMONT CORP,1475,0,137.76K,0,NO CHANGE,<.01%
460146103,IP,INTERNATIONAL PAPER CO,3570,0,136.02K,0,NO CHANGE,<.01%
59156R108,MET,METLIFE INC,1593,0,134.78K,0,NO CHANGE,<.01%
74460D109,PSA,PUBLIC STORAGE,414,0,131.78K,0,NO CHANGE,<.01%
89832Q109,TFC,TRUIST FINL CORP,2587,0,128.88K,0,NO CHANGE,<.01%
56585A102,MPC,MARATHON PETE CORP,496,0,126.81K,0,NO CHANGE,<.01%
126650100,CVS,CVS HEALTH CORP,1169,0,120.93K,0,NO CHANGE,<.01%
69351T106,PPL,PPL CORP,3286,0,119.45K,0,NO CHANGE,<.01%
G51502105,JCI,JOHNSON CONTROLS INTERNATION,786,0,114.84K,0,NO CHANGE,<.01%
09290D101,BLK,BLACKROCK INC,119,0,114.43K,0,NO CHANGE,<.01%
064058100,BK,BANK OF NY MELLON CORP,774,0,111.93K,0,NO CHANGE,<.01%
681919106,OMC,OMNICOM GROUP INC,1536,0,111.87K,0,NO CHANGE,<.01%
693475105,PNC,PNC FINL SVCS GROUP INC,447,0,110.06K,0,NO CHANGE,<.01%
25746U109,D,DOMINION ENERGY INC,1591,0,108.65K,0,NO CHANGE,<.01%
126408103,CSX,CSX CORP,2199,0,104.52K,0,NO CHANGE,<.01%
37045V100,GM,GENERAL MTRS CO,1352,0,104.21K,0,NO CHANGE,<.01%
G0250X149,AMCR,AMCOR PLC,2403,0,104.17K,0,NO CHANGE,<.01%
20825C104,COP,CONOCOPHILLIPS,999,0,103.86K,0,NO CHANGE,<.01%
911312106,UPS,UNITED PARCEL SVCS INC,958,0,102.98K,0,NO CHANGE,<.01%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,257,0,99.39K,0,NO CHANGE,<.01%
369550108,GD,GENERAL DYNAMICS CORP,274,0,97.06K,0,NO CHANGE,<.01%
500754106,KHC,KRAFT HEINZ CO,4108,0,97.03K,0,NO CHANGE,<.01%
22052L104,CTVA,CORTEVA INC,1138,0,96.38K,0,NO CHANGE,<.01%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,4479,0,95.85K,0,NO CHANGE,<.01%
902973304,USB,US BANCORP,1575,0,95.13K,0,NO CHANGE,<.01%
15189T107,CNP,CENTERPOINT ENERGY INC,2144,0,94.42K,0,NO CHANGE,<.01%
N53745100,LYB,LYONDELLBASELL INDUSTRIES NV,1788,0,94.14K,0,NO CHANGE,<.01%
857477103,STT,STATE STR CORP,548,0,92.94K,0,NO CHANGE,<.01%
674599105,OXY,OCCIDENTAL PETE CORP,1904,0,92.48K,0,NO CHANGE,<.01%
89417E109,TRV,TRAVELERS COMPANIES INC,279,0,92.1K,0,NO CHANGE,<.01%
655844108,NSC,NORFOLK SOUTHN CORP,275,0,86.51K,0,NO CHANGE,<.01%
682680103,OKE,ONEOK INC NEW,953,0,82.85K,0,NO CHANGE,<.01%
452308109,ITW,ILLINOIS TOOL WKS INC,304,0,82.22K,0,NO CHANGE,<.01%
260557103,DOW,DOW HLDGS INC,2988,0,81.75K,0,NO CHANGE,<.01%
372460105,GPC,GENUINE PARTS CO,689,0,81.29K,0,NO CHANGE,<.01%
009158106,APD,AIR PRODUCTS AND CHEMICALS I,277,0,81.21K,0,NO CHANGE,<.01%
609207105,MDLZ,MONDELEZ INTL INC,1368,0,79.12K,0,NO CHANGE,<.01%
95040Q104,WELL,WELLTOWER INC,348,0,78.99K,0,NO CHANGE,<.01%
194162103,CL,COLGATE PALMOLIVE CO,853,0,78.2K,0,NO CHANGE,<.01%
247361702,DAL,DELTA AIR LINES INC,820,0,76.8K,0,NO CHANGE,<.01%
12572Q105,CME,CME GROUP INC,347,0,76.63K,0,NO CHANGE,<.01%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,338,0,75.69K,0,NO CHANGE,<.01%
20030N101,CMCSA,COMCAST CORP NEW,3038,0,74.58K,0,NO CHANGE,<.01%
744573106,PEG,PUBLIC SVC ENTERPRISE GROUP,910,0,73.86K,0,NO CHANGE,<.01%
