CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
704551100,BTU,PEABODY ENGR CORP,19,19,440,440,NEW,<.01%
640491106,NEOG,NEOGEN CORP,47,47,423,423,NEW,<.01%
61744H105,MSD,MORGAN STANLEY EMKT DBT FD I,57,57,417,417,NEW,<.01%
46266C105,IQV,IQVIA HLDGS INC,2,2,387,387,NEW,<.01%
37954Y624,DRIV,GLOBAL X FDS,10,10,386,386,NEW,<.01%
156727109,CRNC,CERENCE INC,34,34,385,385,NEW,<.01%
06849F108,B,BARRICK MNG CORP,10,10,368,368,NEW,<.01%
500767306,KWEB,KRANESHARES TRUST,15,15,368,368,NEW,<.01%
33829M101,FIVE,FIVE BELOW INC,2,2,360,360,NEW,<.01%
18538R103,CLW,CLEARWATER PAPER CORP,22,22,349,349,NEW,<.01%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,75,75,347,347,NEW,<.01%
74348A210,RWM,PROSHARES TR,24,24,319,319,NEW,<.01%
83671M105,SOBO,SOUTH BOW CORP,9,9,318,318,NEW,<.01%
92852X103,VTS,VITESSE ENERGY INC,18,18,284,284,NEW,<.01%
G87110105,FTI,TECHNIPFMC PLC,4,4,260,260,NEW,<.01%
115637209,BF.B,BROWN FORMAN CORP,9,9,251,251,NEW,<.01%
20602D101,CNXC,CONCENTRIX CORP,11,11,247,247,NEW,<.01%
92511U102,VRRM,VERRA MOBILITY CORP,53,53,226,226,NEW,<.01%
27826S103,EVF,EATON VANCE SR INCOME TR,43,43,215,215,NEW,<.01%
765504105,RR,RICHTECH ROBOTICS INC,100,100,211,211,NEW,<.01%
98421M114,XRXDW,XEROX HOLDINGS CORP,750,750,207,207,NEW,<.01%
686330101,IX,ORIX CORP,5,5,205,205,NEW,<.01%
46138E719,IFLN,INVESCO EXCH TRADED FD TR II,11,11,202,202,NEW,<.01%
46435U366,IDRV,ISHARES TR,5,5,191,191,NEW,<.01%
33740F490,LALT,FIRST TR EXCHNG TRADED FD VI,7,7,169,169,NEW,<.01%
85208P303,URNM,SPROTT FDS TR,3,3,158,158,NEW,<.01%
74349Y746,EUM,PROSHARES TR,10,10,155,155,NEW,<.01%
46435G672,IAGG,ISHARES TR,3,3,152,152,NEW,<.01%
539439109,LYG,LLOYDS BANKING GROUP PLC,26,26,151,151,NEW,<.01%
46137V456,XMVM,INVESCO EXCHANGE TRADED FD T,9385,2,665.57K,141.84,+0%,0.06%
25434V609,DFAT,DIMENSIONAL ETF TRUST,12199,2,852.71K,139.8,+0%,0.08%
05350V106,AVNS,AVANOS MED INC,5,5,125,125,NEW,<.01%
N52A8C105,INIO,INNIO NV,3,3,119,119,NEW,<.01%
46137V662,PJP,INVESCO EXCHANGE TRADED FD T,12101,1,1.43M,118.45,+0%,0.13%
46137V506,PFM,INVESCO EXCHANGE TRADED FD T,38929,2,2.16M,110.91,+0%,0.19%
09228F103,BB,BLACKBERRY LTD,9,9,110,110,NEW,<.01%
07373B109,BEEM,BEAM GLOBAL,80,80,104,104,NEW,<.01%
74022D407,PDS,PRECISION DRILLING CORP,1,1,104,104,NEW,<.01%
46137V712,BMVP,INVESCO EXCHANGE TRADED FD T,56975,2,2.92M,102.56,+0%,0.26%
29082K105,EMBC,EMBECTA CORP,31,31,102,102,NEW,<.01%
83067L208,SKLZ,FIRY INC,10,10,102,102,NEW,<.01%
381430529,GBIL,GOLDMAN SACHS ETF TR,1,1,101,101,NEW,<.01%
46137V241,SPHQ,INVESCO EXCHANGE TRADED FD T,24554,1,2.21M,90.1,+0%,0.2%
86765K109,SUN,SUNOCO LP/SUNOCO FIN CORP,1,1,68,68,NEW,<.01%
46137V613,PRF,INVESCO EXCHANGE TRADED FD T,59446,1,3.21M,54.03,+0%,0.28%
37954Y343,MLPA,GLOBAL X FDS,6787,1,360.24K,53.08,+0%,0.03%
36467W117,GME,GAMESTOP CORP NEW,18,18,51,51,NEW,<.01%
952845105,WFG,WEST FRASER TIMBER CO LTD,1,1,40,40,NEW,<.01%
49177J102,KVUE,KENVUE INC,122571,2,2.34M,38.22,+0%,0.21%
25659T107,DLB,DOLBY LABORATORIES INC,1,1,33,33,NEW,<.01%
G9460G119,,VALARIS LTD,4,4,33,33,NEW,<.01%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,1,1,31,31,NEW,<.01%
83175M205,SNN,SMITH & NEPHEW PLC,1,1,30,30,NEW,<.01%
457651107,INVX,INNOVEX INTERNATIONAL INC,1,1,27,27,NEW,<.01%
83410S108,SOHU,SOHU COM LTD,2,2,27,27,NEW,<.01%
150870103,CE,CELANESE CORP DEL,1,1,26,26,NEW,<.01%
91167Q100,BNO,UNITED STS BRENT OIL FD LP,1,1,26,26,NEW,<.01%
