CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464288562,REZ,ISHARES TR,1877,945,177.76K,89.5K,+101.4%,<.01%
464288208,IMCB,ISHARES TR,16739,925,1.62M,89.32K,+5.8%,<.01%
46137V167,RZV,INVESCO EXCHANGE TRADED FD T,984,598,146.69K,89.15K,+154.9%,<.01%
85237B101,TRON,TRON INC,55325,55325,89.07K,89.07K,NEW,<.01%
025072810,FDG,AMERICAN CENTY ETF TR,905,668,120.45K,88.91K,+281.9%,<.01%
233051630,HDEF,DBX ETF TR,32428,2750,1.04M,88.38K,+9.3%,<.01%
Y62132108,NVGS,NAVIGATOR HLDGS LTD,682775,4721,12.72M,87.95K,+0.7%,<.01%
77313F106,RCKT,ROCKET PHARMACEUTICALS INC,488299,25669,1.67M,87.79K,+5.5%,<.01%
55939A107,MAGN,MAGNERA CORP,74250,7443,872.44K,87.46K,+11.1%,<.01%
97717X131,IQDG,WISDOMTREE TR,12286,2029,529.27K,87.41K,+19.8%,<.01%
46137V175,RZG,INVESCO EXCHANGE TRADED FD T,2711,1200,197.11K,87.25K,+79.4%,<.01%
025072307,QGRO,AMERICAN CENTY ETF TR,1780,739,210.1K,87.23K,+71%,<.01%
14427M206,PRTS,CARPARTS COM INC,13428,13428,86.48K,86.48K,NEW,<.01%
Y2685T131,GNK,GENCO SHIPPING & TRADING LTD,53194,3469,1.32M,85.96K,+7%,<.01%
42225T107,HCAT,HEALTH CATALYST INC,410637,43164,817.17K,85.9K,+11.7%,<.01%
35473P884,FLQM,FRANKLIN TEMPLETON ETF TR,7267,1481,420.63K,85.72K,+25.6%,<.01%
26922A289,UFOX,ETF SER SOLUTIONS,8146,902,774.14K,85.72K,+12.5%,<.01%
92204A108,VCR,VANGUARD WORLD FD,12820,216,5.08M,85.67K,+1.7%,<.01%
316188606,FIGB,FIDELITY MERRIMACK STR TR,13283,1986,568.92K,85.06K,+17.6%,<.01%
46131B704,IVR,INVESCO MORTGAGE CAPITAL INC,24162,10676,190.88K,84.34K,+79.2%,<.01%
15234Q207,AXIA,AXIA ENERGIA SA,98820,7936,1.04M,83.8K,+8.7%,<.01%
47103U209,JSMD,JANUS DETROIT STR TR,2730,827,276.41K,83.73K,+43.5%,<.01%
